group,variable,value
white chocolate,soba noodles,0
white chocolate,anise,0
white chocolate,barbecue sauce,0
white chocolate,anchovies,0
white chocolate,peanut oil,0
white chocolate,pepperoni,0
white chocolate,lime,0
white chocolate,mussels,0
white chocolate,sherry vinegar,0
white chocolate,coconut,0
white chocolate,cranberry juice,0
white chocolate,garlic,0
white chocolate,wasabi,0
white chocolate,spaghetti,0
white chocolate,chorizo,0
white chocolate,porcini,0
white chocolate,cream soda,0
white chocolate,herbes de provence,0
white chocolate,sirloin,0
white chocolate,port,0
white chocolate,balsamic vinegar,0
white chocolate,tahini,0
white chocolate,cayenne pepper,0
white chocolate,wine,0
white chocolate,pork belly,0
white chocolate,coffee liqueur,0
white chocolate,macaroni,0
white chocolate,salad,0
white chocolate,orange juice,0
white chocolate,pork loin,0
white chocolate,marsala wine,0
white chocolate,rice vinegar,0
white chocolate,walnut oil,0
white chocolate,bulgur wheat,0
white chocolate,vermouth,0
white chocolate,black beans,0
white chocolate,chicken stock,0
white chocolate,red cabbage,0
white chocolate,parsley,0
white chocolate,hazelnut oil,0
white chocolate,stew,0
white chocolate,sunflower oil,0
white chocolate,jam,0
white chocolate,croutons,0
white chocolate,oregano,0
white chocolate,cumin,0
white chocolate,french bread,0
white chocolate,milk,0
white chocolate,chipotle,0
white chocolate,runner beans,0
white chocolate,gravy,0
white chocolate,allspice,0
white chocolate,peas,0
white chocolate,chilli paste,0
white chocolate,cod,0
white chocolate,beef ribs,0
white chocolate,clarified butter,0
white chocolate,preserves,0
white chocolate,spinach,0
white chocolate,sage,0
white chocolate,salsa,0
white chocolate,polenta,0
white chocolate,nori,0
white chocolate,curry paste,0
white chocolate,grapefruit juice,0
white chocolate,potato wedges,0
white chocolate,coconut milk,0
white chocolate,pomegranate juice,0
white chocolate,green beans,0
white chocolate,herbs,0
white chocolate,ale,0
white chocolate,crisps,0
white chocolate,cocoa powder,0
white chocolate,iceberg lettuce,0
white chocolate,wild rice,0
white chocolate,ghee,0
white chocolate,vegetable oil,0
white chocolate,steak,0
white chocolate,rye flour,0
white chocolate,saffron,0
white chocolate,sushi rice,0
white chocolate,ketchup,0
white chocolate,lemon balm,0
white chocolate,fennel,0
white chocolate,thai basil,0
white chocolate,garam masala,0
white chocolate,bread,0
white chocolate,cheese,0
white chocolate,papaya,0
white chocolate,rhubarb,0
white chocolate,ciabatta,0
white chocolate,capers,0
white chocolate,honey,0
white chocolate,curd cheese,0
white chocolate,turkey,0
white chocolate,lettuce,0
white chocolate,chard,0
white chocolate,vodka,0
white chocolate,tofu,0
white chocolate,jaggery,0
white chocolate,oatmeal,0
white chocolate,brussels sprouts,0
white chocolate,golden syrup,0
white chocolate,sumac,0
white chocolate,coffee,0
white chocolate,palm sugar,0
white chocolate,lemongrass,0
white chocolate,guacamole,0
white chocolate,brown sugar,0
white chocolate,pulled pork,0
white chocolate,spelt flour,0
white chocolate,beef stock,0
white chocolate,spices,0
white chocolate,worcestershire sauce,0
white chocolate,cola,0
white chocolate,clams,0
white chocolate,mixed nuts,0
white chocolate,raspberry jam,0
white chocolate,rock salt,0
white chocolate,radicchio,0
white chocolate,ham,0
white chocolate,bacon,0
white chocolate,brisket,0
white chocolate,fish,0
white chocolate,fish sauce,0
white chocolate,tamarind,0
white chocolate,rosewater,0
white chocolate,seeds,0
white chocolate,grapeseed oil,0
white chocolate,coconut oil,0
white chocolate,mirin,0
white chocolate,cake,0
white chocolate,chestnut mushrooms,0
white chocolate,beans,0
white chocolate,rosemary,0
white chocolate,cream of tartar,0
white chocolate,rice noodles,0
white chocolate,pork,0
white chocolate,brown rice,0
white chocolate,rice flour,0
white chocolate,cauliflower,0
white chocolate,beef,0
white chocolate,white wine,0
white chocolate,meat,0
white chocolate,pollock,0
white chocolate,savoy cabbage,0
white chocolate,grapefruit,0
white chocolate,olive oil,0
white chocolate,cannellini beans,0
white chocolate,soy sauce,0
white chocolate,kidney beans,0
white chocolate,chocolate truffle,0
white chocolate,mustard powder,0
white chocolate,soup,0
white chocolate,broth,0
white chocolate,tarragon,0
white chocolate,mung beans,0
white chocolate,tilapia,0
white chocolate,asparagus,0
white chocolate,yeast,0
white chocolate,mango chutney,0
white chocolate,demerara sugar,0
white chocolate,dumplings,0
white chocolate,icing,0
white chocolate,crackers,0
white chocolate,ground almonds,0
white chocolate,foie gras,0
white chocolate,butternut squash,0
white chocolate,liver,0
white chocolate,linguine,0
white chocolate,horseradish sauce,0
white chocolate,coriander seeds,0
white chocolate,monkfish,0
white chocolate,bamboo shoots,0
white chocolate,peanut butter,0
white chocolate,white pepper,0
white chocolate,gin,0
white chocolate,beansprouts,0
white chocolate,caraway seeds,0
white chocolate,pineapple juice,0
white chocolate,savory,0
white chocolate,broad beans,0
white chocolate,venison,0
white chocolate,smoked salmon,0
white chocolate,red wine,0
white chocolate,pastry,0
white chocolate,verjus,0
white chocolate,coffee granules,0
white chocolate,roast turkey,0
white chocolate,prosciutto,0
white chocolate,lemon curd,0
white chocolate,chives,0
white chocolate,curly kale,0
white chocolate,white bread,0
white chocolate,corn syrup,0
white chocolate,cuttlefish,0
white chocolate,chervil,0
white chocolate,seasoning,0
white chocolate,salami,0
white chocolate,lentils,0
white chocolate,safflower oil,0
white chocolate,ice cream,0
white chocolate,mustard seeds,0
white chocolate,raisins,0
white chocolate,chocolate cake,0
white chocolate,margarine,0
white chocolate,gorgonzola,0
white chocolate,oil,0
white chocolate,jelly,0
white chocolate,apricot jam,0
white chocolate,whipping cream,0
white chocolate,coleslaw,0
white chocolate,salad leaves,0
white chocolate,mango,0
white chocolate,pepper,0
white chocolate,watercress,0
white chocolate,beer,0
white chocolate,thyme,0
white chocolate,vegetable shortening,0
white chocolate,pork shoulder,0
white chocolate,turmeric,0
white chocolate,green lentil,0
white chocolate,cress,0
white chocolate,star anise,0
white chocolate,arborio rice,0
white chocolate,corn oil,0
white chocolate,grapes,0
white chocolate,pumpkin,0
white chocolate,coulis,0
white chocolate,baguette,0
white chocolate,brandy,0
white chocolate,strawberry jam,0
white chocolate,semolina,0
white chocolate,tequila,0
white chocolate,poppy seeds,0
white chocolate,double cream,0
white chocolate,dark chocolate,0
white chocolate,tangerine,0
white chocolate,camembert,0
white chocolate,chopped tomatoes,0
white chocolate,ground ginger,0
white chocolate,red wine vinegar,0
white chocolate,bonito,0
white chocolate,lobster,0
white chocolate,flatbread,0
white chocolate,compote,0
white chocolate,milk chocolate,0
white chocolate,pak choi,0
white chocolate,lardons,0
white chocolate,caviar,0
white chocolate,condensed milk,0
white chocolate,marjoram,0
white chocolate,pork sausages,0
white chocolate,curry leaves,0
white chocolate,hollandaise sauce,0
white chocolate,turkey breast,0
champagne,champagne,10
champagne,butter,2
champagne,vanilla extract,1
champagne,salt,1
champagne,sugar,1
champagne,olive oil,1
champagne,icing,1
champagne,pepper,1
champagne,arborio rice,1
champagne,baking powder,1
champagne,cherry tomatoes,0
champagne,pancetta,0
champagne,white chocolate,0
champagne,lager,0
champagne,duck fat,0
champagne,spring roll wrappers,0
champagne,horseradish,0
champagne,coriander,0
champagne,fresh coriander,0
champagne,squid,0
champagne,gnocchi,0
champagne,curry,0
champagne,maple syrup,0
champagne,avocado,0
champagne,oats,0
champagne,vegetable stock,0
champagne,gouda,0
champagne,roast beef,0
champagne,capsicum,0
champagne,pinto beans,0
champagne,seafood,0
champagne,biscuits,0
champagne,paprika,0
champagne,risotto rice,0
champagne,cream cheese,0
champagne,nutmeg,0
champagne,juniper berries,0
champagne,salmon,0
champagne,custard,0
champagne,cottage cheese,0
champagne,haddock,0
champagne,fruit,0
champagne,cinnamon,0
champagne,apple juice,0
champagne,duck,0
champagne,green cabbage,0
champagne,long-grain rice,0
champagne,oyster mushrooms,0
champagne,zest,0
champagne,mayonnaise,0
champagne,gingerbread,0
champagne,seaweed,0
champagne,fontina cheese,0
champagne,oyster sauce,0
champagne,corned beef,0
champagne,pastrami,0
champagne,dijon mustard,0
champagne,black sesame seeds,0
champagne,lamb,0
champagne,miso,0
champagne,celery,0
champagne,white wine vinegar,0
champagne,syrup,0
champagne,sesame oil,0
champagne,sherry,0
champagne,orange,0
champagne,buckwheat,0
champagne,rice,0
champagne,chips,0
champagne,crab,0
champagne,watermelon,0
champagne,mixed berries,0
champagne,chocolate,0
champagne,lemon,0
champagne,halibut,0
champagne,puff pastry,0
champagne,almond extract,0
champagne,hoisin sauce,0
champagne,risotto,0
champagne,brioche,0
champagne,truffle oil,0
champagne,curry powder,0
champagne,cognac,0
champagne,chicken,0
champagne,fillet of beef,0
champagne,fleur de sel,0
champagne,rum,0
champagne,rice wine,0
champagne,mixed spice,0
champagne,serrano ham,0
champagne,dill,0
champagne,split peas,0
champagne,hummus,0
champagne,millet flour,0
champagne,sea bream,0
champagne,pomegranate,0
champagne,stock,0
champagne,buns,0
champagne,ginger,0
champagne,chutney,0
champagne,chinese cabbage,0
champagne,swiss chard,0
champagne,spring greens,0
champagne,shellfish,0
champagne,coconut cream,0
champagne,sesame seeds,0
champagne,stuffing,0
champagne,pigeon peas,0
champagne,sourdough bread,0
champagne,cider,0
champagne,nasturtium,0
champagne,yoghurt,0
champagne,dulce de leche,0
champagne,bay leaf,0
champagne,plain flour,0
champagne,cream,0
champagne,food colouring,0
champagne,flour,0
champagne,fusilli,0
champagne,squash,0
champagne,vegetables,0
champagne,buttermilk,0
champagne,pea shoots,0
champagne,pesto,0
champagne,asafoetida,0
champagne,ricotta,0
champagne,noodles,0
champagne,lime juice,0
champagne,spaghetti squash,0
champagne,cucumber,0
champagne,mint,0
champagne,pappardelle,0
champagne,bicarbonate of soda,0
champagne,pasta,0
champagne,vermicelli,0
champagne,quinoa,0
champagne,evaporated milk,0
champagne,vinegar,0
champagne,pineapple,0
champagne,rainbow chard,0
champagne,root beer,0
champagne,amaranth,0
champagne,kale,0
champagne,wholemeal bread,0
champagne,lemon juice,0
champagne,mustard,0
champagne,rye bread,0
champagne,peanuts,0
champagne,blood orange,0
champagne,dry sherry,0
champagne,tomato juice,0
champagne,cardamom,0
champagne,pumpernickel bread,0
champagne,chickpea flour,0
champagne,molasses,0
champagne,broccoli,0
champagne,fennel seeds,0
champagne,soda,0
champagne,cabbage,0
champagne,black pepper,0
champagne,fat,0
champagne,daikon,0
champagne,soba noodles,0
champagne,anise,0
champagne,barbecue sauce,0
champagne,anchovies,0
champagne,peanut oil,0
champagne,pepperoni,0
champagne,lime,0
champagne,mussels,0
champagne,sherry vinegar,0
champagne,coconut,0
champagne,cranberry juice,0
champagne,garlic,0
champagne,wasabi,0
champagne,spaghetti,0
champagne,chorizo,0
champagne,porcini,0
champagne,cream soda,0
champagne,herbes de provence,0
champagne,sirloin,0
champagne,port,0
champagne,balsamic vinegar,0
champagne,tahini,0
champagne,cayenne pepper,0
champagne,wine,0
champagne,pork belly,0
champagne,coffee liqueur,0
champagne,macaroni,0
champagne,salad,0
champagne,orange juice,0
champagne,pork loin,0
champagne,marsala wine,0
champagne,rice vinegar,0
champagne,walnut oil,0
champagne,bulgur wheat,0
champagne,vermouth,0
champagne,black beans,0
champagne,chicken stock,0
champagne,red cabbage,0
champagne,parsley,0
champagne,hazelnut oil,0
champagne,stew,0
champagne,sunflower oil,0
champagne,jam,0
champagne,croutons,0
champagne,oregano,0
champagne,cumin,0
champagne,french bread,0
champagne,milk,0
champagne,chipotle,0
champagne,runner beans,0
champagne,gravy,0
champagne,allspice,0
champagne,peas,0
champagne,chilli paste,0
champagne,cod,0
champagne,beef ribs,0
champagne,clarified butter,0
champagne,preserves,0
champagne,spinach,0
champagne,sage,0
champagne,salsa,0
champagne,polenta,0
champagne,nori,0
champagne,curry paste,0
champagne,basil,0
champagne,grapefruit juice,0
champagne,potato wedges,0
champagne,coconut milk,0
champagne,pomegranate juice,0
champagne,green beans,0
champagne,herbs,0
champagne,ale,0
champagne,crisps,0
champagne,cocoa powder,0
champagne,iceberg lettuce,0
champagne,wild rice,0
champagne,ghee,0
champagne,vegetable oil,0
champagne,steak,0
champagne,rye flour,0
champagne,saffron,0
champagne,sushi rice,0
champagne,ketchup,0
champagne,lemon balm,0
champagne,fennel,0
champagne,thai basil,0
champagne,garam masala,0
champagne,bread,0
champagne,cheese,0
champagne,papaya,0
champagne,rhubarb,0
champagne,ciabatta,0
champagne,capers,0
champagne,honey,0
champagne,curd cheese,0
champagne,turkey,0
champagne,lettuce,0
champagne,chard,0
champagne,vodka,0
champagne,tofu,0
champagne,jaggery,0
champagne,oatmeal,0
champagne,brussels sprouts,0
champagne,golden syrup,0
champagne,sumac,0
champagne,coffee,0
champagne,palm sugar,0
champagne,lemongrass,0
champagne,guacamole,0
champagne,brown sugar,0
champagne,pulled pork,0
champagne,spelt flour,0
champagne,beef stock,0
champagne,spices,0
champagne,worcestershire sauce,0
champagne,cola,0
champagne,clams,0
champagne,mixed nuts,0
champagne,raspberry jam,0
champagne,rock salt,0
champagne,radicchio,0
champagne,ham,0
champagne,bacon,0
champagne,brisket,0
champagne,fish,0
champagne,fish sauce,0
champagne,tamarind,0
champagne,rosewater,0
champagne,seeds,0
champagne,grapeseed oil,0
champagne,coconut oil,0
champagne,mirin,0
champagne,cake,0
champagne,chestnut mushrooms,0
champagne,beans,0
champagne,rosemary,0
champagne,cream of tartar,0
champagne,rice noodles,0
champagne,pork,0
champagne,brown rice,0
champagne,mascarpone,0
champagne,rice flour,0
champagne,cauliflower,0
champagne,beef,0
champagne,white wine,0
champagne,meat,0
champagne,pollock,0
champagne,savoy cabbage,0
champagne,grapefruit,0
champagne,cannellini beans,0
champagne,soy sauce,0
champagne,kidney beans,0
champagne,chocolate truffle,0
champagne,mustard powder,0
champagne,soup,0
champagne,broth,0
champagne,tarragon,0
champagne,mung beans,0
champagne,tilapia,0
champagne,asparagus,0
champagne,yeast,0
champagne,mango chutney,0
champagne,demerara sugar,0
champagne,dumplings,0
champagne,crackers,0
champagne,ground almonds,0
champagne,foie gras,0
champagne,butternut squash,0
champagne,liver,0
champagne,linguine,0
champagne,horseradish sauce,0
champagne,coriander seeds,0
champagne,monkfish,0
champagne,bamboo shoots,0
champagne,peanut butter,0
champagne,white pepper,0
champagne,gin,0
champagne,beansprouts,0
champagne,caraway seeds,0
champagne,pineapple juice,0
champagne,savory,0
champagne,broad beans,0
champagne,venison,0
champagne,smoked salmon,0
champagne,red wine,0
champagne,pastry,0
champagne,verjus,0
champagne,coffee granules,0
champagne,roast turkey,0
champagne,prosciutto,0
champagne,lemon curd,0
champagne,chives,0
champagne,curly kale,0
champagne,white bread,0
champagne,corn syrup,0
champagne,cuttlefish,0
champagne,chervil,0
champagne,seasoning,0
champagne,salami,0
champagne,lentils,0
champagne,safflower oil,0
champagne,ice cream,0
champagne,mustard seeds,0
champagne,raisins,0
champagne,chocolate cake,0
champagne,margarine,0
champagne,gorgonzola,0
champagne,oil,0
champagne,jelly,0
champagne,apricot jam,0
champagne,whipping cream,0
champagne,coleslaw,0
champagne,salad leaves,0
champagne,mango,0
champagne,watercress,0
champagne,beer,0
champagne,thyme,0
champagne,vegetable shortening,0
champagne,pork shoulder,0
champagne,turmeric,0
champagne,green lentil,0
champagne,cress,0
champagne,star anise,0
champagne,corn oil,0
champagne,grapes,0
champagne,pumpkin,0
champagne,coulis,0
champagne,baguette,0
champagne,brandy,0
champagne,strawberry jam,0
champagne,semolina,0
champagne,tequila,0
champagne,poppy seeds,0
champagne,double cream,0
champagne,dark chocolate,0
champagne,tangerine,0
champagne,camembert,0
champagne,chopped tomatoes,0
champagne,vanilla essence,0
champagne,sea salt,0
champagne,ground ginger,0
champagne,red wine vinegar,0
champagne,bonito,0
champagne,lobster,0
champagne,flatbread,0
champagne,compote,0
champagne,milk chocolate,0
champagne,pak choi,0
champagne,lardons,0
champagne,caviar,0
champagne,condensed milk,0
champagne,marjoram,0
champagne,pork sausages,0
champagne,caster sugar,0
champagne,curry leaves,0
champagne,hollandaise sauce,0
champagne,turkey breast,0
lager,lager,2
lager,salt,1
lager,flour,1
lager,milk,1
lager,vegetable oil,1
lager,fish,1
lager,olive oil,1
lager,beer,1
lager,baking powder,1
lager,cherry tomatoes,0
lager,pancetta,0
lager,white chocolate,0
lager,champagne,0
lager,duck fat,0
lager,spring roll wrappers,0
lager,horseradish,0
lager,coriander,0
lager,fresh coriander,0
lager,squid,0
lager,gnocchi,0
lager,curry,0
lager,maple syrup,0
lager,avocado,0
lager,oats,0
lager,vegetable stock,0
lager,gouda,0
lager,roast beef,0
lager,capsicum,0
lager,pinto beans,0
lager,seafood,0
lager,biscuits,0
lager,paprika,0
lager,risotto rice,0
lager,cream cheese,0
lager,nutmeg,0
lager,juniper berries,0
lager,salmon,0
lager,custard,0
lager,cottage cheese,0
lager,haddock,0
lager,fruit,0
lager,cinnamon,0
lager,apple juice,0
lager,duck,0
lager,green cabbage,0
lager,long-grain rice,0
lager,oyster mushrooms,0
lager,zest,0
lager,mayonnaise,0
lager,gingerbread,0
lager,seaweed,0
lager,fontina cheese,0
lager,oyster sauce,0
lager,corned beef,0
lager,pastrami,0
lager,dijon mustard,0
lager,black sesame seeds,0
lager,lamb,0
lager,miso,0
lager,celery,0
lager,white wine vinegar,0
lager,syrup,0
lager,sesame oil,0
lager,sherry,0
lager,orange,0
lager,buckwheat,0
lager,rice,0
lager,chips,0
lager,crab,0
lager,watermelon,0
lager,mixed berries,0
lager,chocolate,0
lager,lemon,0
lager,halibut,0
lager,puff pastry,0
lager,butter,0
lager,vanilla extract,0
lager,almond extract,0
lager,hoisin sauce,0
lager,risotto,0
lager,brioche,0
lager,truffle oil,0
lager,curry powder,0
lager,cognac,0
lager,chicken,0
lager,fillet of beef,0
lager,fleur de sel,0
lager,rum,0
lager,rice wine,0
lager,mixed spice,0
lager,serrano ham,0
lager,dill,0
lager,split peas,0
lager,hummus,0
lager,millet flour,0
lager,sea bream,0
lager,pomegranate,0
lager,stock,0
lager,buns,0
lager,ginger,0
lager,chutney,0
lager,chinese cabbage,0
lager,swiss chard,0
lager,spring greens,0
lager,shellfish,0
lager,coconut cream,0
lager,sesame seeds,0
lager,stuffing,0
lager,pigeon peas,0
lager,sourdough bread,0
lager,cider,0
lager,nasturtium,0
lager,yoghurt,0
lager,dulce de leche,0
lager,bay leaf,0
lager,plain flour,0
lager,cream,0
lager,food colouring,0
lager,fusilli,0
lager,squash,0
lager,vegetables,0
lager,buttermilk,0
lager,pea shoots,0
lager,pesto,0
lager,asafoetida,0
lager,ricotta,0
lager,noodles,0
lager,lime juice,0
lager,spaghetti squash,0
lager,cucumber,0
lager,mint,0
lager,pappardelle,0
lager,bicarbonate of soda,0
lager,pasta,0
lager,vermicelli,0
lager,quinoa,0
lager,evaporated milk,0
lager,vinegar,0
lager,pineapple,0
lager,rainbow chard,0
lager,root beer,0
lager,amaranth,0
lager,kale,0
lager,wholemeal bread,0
lager,lemon juice,0
lager,mustard,0
lager,rye bread,0
lager,peanuts,0
lager,blood orange,0
lager,dry sherry,0
lager,tomato juice,0
lager,cardamom,0
lager,pumpernickel bread,0
lager,chickpea flour,0
lager,molasses,0
lager,sugar,0
lager,broccoli,0
lager,fennel seeds,0
lager,soda,0
lager,cabbage,0
lager,black pepper,0
lager,fat,0
lager,daikon,0
lager,soba noodles,0
lager,anise,0
lager,barbecue sauce,0
lager,anchovies,0
lager,peanut oil,0
